"wbs";"id";"name";"start";"end";"duration";"effort";"effortdone";"effortleft";"priority";"responsible";"resources";"status";"active_sub_tasks";"open_sub_tasks";"closed_sub_tasks";"complete";"followers";"depends_on";"path_criticalness";"schedule_gauge";"cost"
"4.12.5";"task5.task1132.task1211";"    دفتر تجاری";"2017-11-04";"2018-02-07";95.0;0.0;0.0;0.0;500;"";"";"done";11;0;11;"100%";"";"";1.0;"on schedule";"2903570703,00"
"4.12.5.1";"task5.task1132.task1211.task1212";"      سفتکاری";"2017-11-04";"2017-11-13";9.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"304578560,00"
"4.12.5.1.1";"task5.task1132.task1211.task1212.task1213";"        نصب وال پست دفتر تجاری بلوک 8";"2017-11-13";"2017-11-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"66626560,00"
"4.12.5.1.2";"task5.task1132.task1211.task1212.task1214";"        دیوارچینی هبلکس دفتر تجاری بلوک 8";"2017-11-13";"2017-11-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"85662720,00"
"4.12.5.2";"task5.task1132.task1211.task1215";"      تاسیسات مکانیکی فاز 1";"2017-11-16";"2018-02-07";83.0;0.0;0.0;0.0;500;"";"";"done";6;0;6;"100%";"";"";1.0;"on schedule";"1047521964,00"
"4.12.5.2.1";"task5.task1132.task1211.task1215.task1216";"        ساخت کانال دفتر تجاری بلوک 8";"2018-02-07";"2018-02-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69868656,00"
"4.12.5.2.2";"task5.task1132.task1211.task1215.task1217";"        ساپورت زنی و شاسی کشی دفتر تجاری بلوک 8";"2018-02-07";"2018-02-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"111595770,00"
"4.12.5.2.3";"task5.task1132.task1211.task1215.task1218";"        نصب کانال دفتر تجاری بلوک 8";"2018-02-07";"2018-02-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69868656,00"
"4.12.5.2.4";"task5.task1132.task1211.task1215.task1219";"        عایق کانال دفتر تجاری بلوک 8";"2018-02-07";"2018-02-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"134676000,00"
"4.12.5.2.5";"task5.task1132.task1211.task1215.task1220";"        لوله اطفاء حریق دفتر تجاری بلوک 8";"2018-02-07";"2018-02-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"128568440,00"
"4.12.5.2.6";"task5.task1132.task1211.task1215.task1221";"        تست لوله ها دفتر تجاری بلوک 8";"2018-02-07";"2018-02-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"9183460,00"
"4.12.5.3";"task5.task1132.task1211.task1222";"      تاسیسات برقی فاز 1";"2017-11-09";"2017-12-25";46.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"125099614,00"
"4.12.5.3.1";"task5.task1132.task1211.task1222.task1223";"        سوراخکاری و شیارزنی دفتر تجاری بلوک 8";"2017-12-25";"2017-12-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1140000,00"
"4.12.5.3.2";"task5.task1132.task1211.task1222.task1224";"        لوله گذاری اعلام حریق دفتر تجاری بلوک 8";"2017-12-25";"2017-12-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"61409807,00"
"4.12.5.4";"task5.task1132.task1211.task1225";"      نازک کاری";"2017-11-10";"2017-11-21";11.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"458513664,00"
"4.12.5.4.1";"task5.task1132.task1211.task1225.task1226";"        سرامیک دفتر تجاری بلوک 8";"2017-11-21";"2017-11-21";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"229256832,00"
"5";"task1227";"شفتها و رایزرهای تاسیساتی";"2017-10-11";"2017-12-27";77.0;0.0;0.0;0.0;500;"";"";"done";112;0;112;"100%";"";"";1.0;"on schedule";"32228127869,50"
"5.1";"task1227.task1228";"  مایلستون ابلاغ شفتها و رایزرهای تاسیساتی";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"0,00"
"5.2";"task1227.task1229";"  بلوک 8";"2017-10-11";"2017-10-24";13.0;0.0;0.0;0.0;500;"";"";"done";8;0;8;"100%";"";"";1.0;"on schedule";"3254999016,00"
"5.2.1";"task1227.task1229.task1230";"    داکت F12 (همکف تا 4+)";"2017-10-11";"2017-10-21";10.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"717816012,00"
"5.2.1.1";"task1227.task1229.task1230.task1231";"      سفتکاری";"2017-10-11";"2017-10-13";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"209806968,00"
"5.2.1.1.1";"task1227.task1229.task1230.task1231.task1232";"        آسترزنی سیمانی رایزرF12";"2017-10-13";"2017-10-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"104903484,00"
"5.2.1.2";"task1227.task1229.task1230.task1233";"      تاسیسات مکانیکی فاز 1";"2017-10-13";"2017-10-21";8.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"268737040,00"
"5.2.1.2.1";"task1227.task1229.task1230.task1233.task1234";"        شاسی کشی رایزرF12";"2017-10-21";"2017-10-21";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"83803720,00"
"5.2.1.2.2";"task1227.task1229.task1230.task1233.task1235";"        اجرای لوله کشی فاضلاب و ونت رایزرF12";"2017-10-21";"2017-10-21";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"50564800,00"
"5.2.2";"task1227.task1229.task1236";"    داکت F13 (همکف تا 4+ )";"2017-10-11";"2017-10-24";13.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"1723433250,00"
"5.2.2.1";"task1227.task1229.task1236.task1237";"      سفتکاری";"2017-10-11";"2017-10-13";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"506113300,00"
"5.2.2.1.1";"task1227.task1229.task1236.task1237.task1238";"        آسترزنی سیمانی رایزرF13";"2017-10-13";"2017-10-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"253056650,00"
"5.2.2.2";"task1227.task1229.task1236.task1239";"      تاسیسات مکانیکی فاز 1";"2017-10-13";"2017-10-24";11.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"642842200,00"
"5.2.2.2.1";"task1227.task1229.task1236.task1239.task1240";"        شاسی کشی رایزرF13";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"180434540,00"
"5.2.2.2.2";"task1227.task1229.task1236.task1239.task1241";"        ساخت کانال های رایزرF13";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"48185280,00"
"5.2.2.2.3";"task1227.task1229.task1236.task1239.task1242";"         نصب کانال های رایزرF13";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"48185280,00"
"5.2.2.2.4";"task1227.task1229.task1236.task1239.task1243";"        اجرای لوله کشی سرد و گرم رایزرF13";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"44616000,00"
"5.3";"task1227.task1244";"  بلوک 13";"2017-10-17";"2017-12-10";54.0;0.0;0.0;0.0;500;"";"";"done";38;0;38;"100%";"";"";1.0;"on schedule";"9045265096,00"
"5.3.1";"task1227.task1244.task1245";"    داکت F9 (2+ تا 4+ )";"2017-10-17";"2017-10-24";7.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"833998893,00"
"5.3.1.1";"task1227.task1244.task1245.task1246";"      سفتکاری";"2017-10-17";"2017-10-19";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"227290882,00"
"5.3.1.1.1";"task1227.task1244.task1245.task1246.task1247";"        آسترزنی سیمانی رایزرF9";"2017-10-19";"2017-10-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"113645441,00"
"5.3.1.2";"task1227.task1244.task1245.task1248";"      تاسیسات مکانیکی فاز 1";"2017-10-19";"2017-10-24";5.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"328708380,00"
"5.3.1.2.1";"task1227.task1244.task1245.task1248.task1249";"        شاسی کشی رایزرF9";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"67983630,00"
"5.3.1.2.2";"task1227.task1244.task1245.task1248.task1250";"        ساخت کانال های رایزرF9";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"48185280,00"
"5.3.1.2.3";"task1227.task1244.task1245.task1248.task1251";"         نصب کانال های رایزرF9";"2017-10-24";"2017-10-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"48185280,00"
"5.3.2";"task1227.task1244.task1252";"    داکت F09 (3+ تا 4+ )";"2017-10-24";"2017-11-06";13.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"1633684755,00"
"5.3.2.1";"task1227.task1244.task1252.task1253";"      سفتکاری";"2017-10-24";"2017-10-26";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"124227810,00"
"5.3.2.1.1";"task1227.task1244.task1252.task1253.task1254";"        آسترزنی سیمانی رایزرF09";"2017-10-26";"2017-10-26";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"62113905,00"
"5.3.2.2";"task1227.task1244.task1252.task1255";"      تاسیسات مکانیکی فاز 1";"2017-10-26";"2017-11-06";11.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"964895360,00"
"5.3.2.2.1";"task1227.task1244.task1252.task1255.task1256";"        شاسی کشی رایزرF09";"2017-11-06";"2017-11-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"68411200,00"
"5.3.2.2.2";"task1227.task1244.task1252.task1255.task1257";"        ساخت کانال های رایزرF09";"2017-11-06";"2017-11-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"144555840,00"
"5.3.2.2.3";"task1227.task1244.task1252.task1255.task1258";"         نصب کانال های رایزرF09";"2017-11-06";"2017-11-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"144555840,00"
"5.3.2.2.4";"task1227.task1244.task1252.task1255.task1259";"        اجرای لوله کشی سرد و گرم رایزرF09";"2017-11-06";"2017-11-06";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"124924800,00"
"5.3.3";"task1227.task1244.task1260";"    داکت F10 (همکف تا 1+ )";"2017-11-02";"2017-11-07";5.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"605760195,00"
"5.3.3.1";"task1227.task1244.task1260.task1261";"      سفتکاری";"2017-11-02";"2017-11-04";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"243854590,00"
"5.3.3.1.1";"task1227.task1244.task1260.task1261.task1262";"        آسترزنی سیمانی رایزرF10";"2017-11-04";"2017-11-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"121927295,00"
"5.3.3.2";"task1227.task1244.task1260.task1263";"      تاسیسات مکانیکی فاز 1";"2017-11-04";"2017-11-07";3.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"159985540,00"
"5.3.3.2.1";"task1227.task1244.task1260.task1263.task1264";"        شاسی کشی رایزرF10";"2017-11-07";"2017-11-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"58577090,00"
"5.3.3.2.2";"task1227.task1244.task1260.task1263.task1265";"        ساخت کانال های رایزرF10";"2017-11-07";"2017-11-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"10707840,00"
"5.3.3.2.3";"task1227.task1244.task1260.task1263.task1266";"         نصب کانال های رایزرF10";"2017-11-07";"2017-11-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"10707840,00"
"5.3.4";"task1227.task1244.task1267";"    داکت F11 (همکف تا 4+ )";"2017-11-07";"2017-11-12";5.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"615547647,00"
"5.3.4.1";"task1227.task1244.task1267.task1268";"      سفتکاری";"2017-11-07";"2017-11-09";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"131589458,00"
"5.3.4.1.1";"task1227.task1244.task1267.task1268.task1269";"        آسترزنی سیمانی رایزرF11";"2017-11-09";"2017-11-09";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"65794729,00"
"5.3.4.2";"task1227.task1244.task1267.task1270";"      تاسیسات مکانیکی فاز 1";"2017-11-09";"2017-11-12";3.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"278775640,00"
"5.3.4.2.1";"task1227.task1244.task1267.task1270.task1271";"        شاسی کشی رایزرF11";"2017-11-12";"2017-11-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"70976620,00"
"5.3.4.2.2";"task1227.task1244.task1267.task1270.task1272";"        اجرای لوله کشی سرد و گرم رایزرF11";"2017-11-12";"2017-11-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"17846400,00"
"5.3.4.2.3";"task1227.task1244.task1267.task1270.task1273";"        اجرای لوله کشی فاضلاب و ونت رایزرF11";"2017-11-12";"2017-11-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"50564800,00"
"5.3.5";"task1227.task1244.task1274";"    داکت F14 (همکف تا 4+ )";"2017-11-12";"2017-11-17";5.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"590562663,00"
"5.3.5.1";"task1227.task1244.task1274.task1275";"      سفتکاری";"2017-11-12";"2017-11-14";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"116866162,00"
"5.3.5.1.1";"task1227.task1244.task1274.task1275.task1276";"        آسترزنی سیمانی رایزرF14";"2017-11-14";"2017-11-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"58433081,00"
"5.3.5.2";"task1227.task1244.task1274.task1277";"      تاسیسات مکانیکی فاز 1";"2017-11-14";"2017-11-17";3.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"276842280,00"
"5.3.5.2.1";"task1227.task1244.task1274.task1277.task1278";"        شاسی کشی رایزرF14";"2017-11-17";"2017-11-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69266340,00"
"5.3.5.2.2";"task1227.task1244.task1274.task1277.task1279";"        اجرای لوله کشی سرد و گرم رایزرF14";"2017-11-17";"2017-11-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"31231200,00"
"5.3.5.2.3";"task1227.task1244.task1274.task1277.task1280";"        اجرای لوله کشی فاضلاب و ونت رایزرF14";"2017-11-17";"2017-11-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37923600,00"
"5.3.6";"task1227.task1244.task1281";"    داکت F15 (همکف تا 4+ )";"2017-11-17";"2017-11-22";5.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"577470666,00"
"5.3.6.1";"task1227.task1244.task1281.task1282";"      سفتکاری";"2017-11-17";"2017-11-19";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"123307604,00"
"5.3.6.1.1";"task1227.task1244.task1281.task1282.task1283";"        آسترزنی سیمانی رایزرF15";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"61653802,00"
"5.3.6.2";"task1227.task1244.task1281.task1284";"      تاسیسات مکانیکی فاز 1";"2017-11-19";"2017-11-22";3.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"261672840,00"
"5.3.6.2.1";"task1227.task1244.task1281.task1284.task1285";"        شاسی کشی رایزرF15";"2017-11-22";"2017-11-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"70976620,00"
"5.3.6.2.2";"task1227.task1244.task1281.task1284.task1286";"        اجرای لوله کشی سرد و گرم رایزرF15";"2017-11-22";"2017-11-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"15615600,00"
"5.3.6.2.3";"task1227.task1244.task1281.task1284.task1287";"        اجرای لوله کشی فاضلاب و ونت رایزرF15";"2017-11-22";"2017-11-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"44244200,00"
"5.3.7";"task1227.task1244.task1288";"    داکت G (همکف تا 1+ )";"2017-11-22";"2017-11-28";6.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"727547928,00"
"5.3.7.1";"task1227.task1244.task1288.task1289";"      سفتکاری";"2017-11-22";"2017-11-24";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"241093972,00"
"5.3.7.1.1";"task1227.task1244.task1288.task1289.task1290";"        آسترزنی سیمانی رایزرG";"2017-11-24";"2017-11-24";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"120546986,00"
