"wbs";"id";"name";"start";"end";"duration";"effort";"effortdone";"effortleft";"priority";"responsible";"resources";"status";"active_sub_tasks";"open_sub_tasks";"closed_sub_tasks";"complete";"followers";"depends_on";"path_criticalness";"schedule_gauge";"cost"
"4.9.2";"task5.task703.task711";"    راهرو";"2017-09-23";"2018-05-11";230.0;0.0;0.0;0.0;500;"";"";"in progress";22;0;22;"66%";"";"";1.0;"behind schedule";"10581507300,00"
"4.9.2.1";"task5.task703.task711.task712";"      سفتکاری";"2017-12-03";"2017-12-04";1.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.9.2.1.1";"task5.task703.task711.task712.task713";"        نصب پیش فریم راهرو بلوک 13";"2017-12-04";"2017-12-04";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"892320,00"
"4.9.2.2";"task5.task703.task711.task714";"      تاسیسات مکانیکی فاز 1";"2017-10-09";"2018-01-07";90.0;0.0;0.0;0.0;500;"";"";"done";11;0;11;"100%";"";"";1.0;"on schedule";"3852614100,00"
"4.9.2.2.1";"task5.task703.task711.task714.task715";"        ساخت کانال راهرو   بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"169986960,00"
"4.9.2.2.2";"task5.task703.task711.task714.task716";"        ساپورت زنی و شاسی کشی راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"271506950,00"
"4.9.2.2.3";"task5.task703.task711.task714.task717";"        نصب کانال راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"169986960,00"
"4.9.2.2.4";"task5.task703.task711.task714.task718";"        عایق کانال راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"327660000,00"
"4.9.2.2.5";"task5.task703.task711.task714.task719";"        لوله سرد و گرم فن کوئل راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"217726080,00"
"4.9.2.2.6";"task5.task703.task711.task714.task720";"        لوله سرد و گرم مصرفی راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"41046720,00"
"4.9.2.2.7";"task5.task703.task711.task714.task721";"        لوله اطفاء حریق راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"216015800,00"
"4.9.2.2.8";"task5.task703.task711.task714.task722";"        عایق لوله راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"421844280,00"
"4.9.2.2.9";"task5.task703.task711.task714.task723";"        لوله فاضلاب و ونت راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18961800,00"
"4.9.2.2.10";"task5.task703.task711.task714.task724";"        تست لوله ها راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"39968500,00"
"4.9.2.2.11";"task5.task703.task711.task714.task725";"        لوله آب باران راهرو بلوک 13";"2018-01-07";"2018-01-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"31603000,00"
"4.9.2.3";"task5.task703.task711.task726";"      تاسیسات برقی فاز 1";"2017-09-23";"2017-12-31";99.0;0.0;0.0;0.0;500;"";"";"done";6;0;6;"100%";"";"";1.0;"on schedule";"2895811292,00"
"4.9.2.3.1";"task5.task703.task711.task726.task727";"        سوراخکاری و شیارزنی راهرو بلوک 13";"2017-12-31";"2017-12-31";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1900000,00"
"4.9.2.3.2";"task5.task703.task711.task726.task728";"        ساپورت زنی راهرو بلوک 13";"2017-12-31";"2017-12-31";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"208520000,00"
"4.9.2.3.3";"task5.task703.task711.task726.task729";"        سینی کابل راهرو بلوک 13";"2017-12-31";"2017-12-31";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"286205400,00"
"4.9.2.3.4";"task5.task703.task711.task726.task730";"        لوله گذاری صوت، روشنایی و اعلام حریق راهرو بلوک 13";"2017-12-31";"2017-12-31";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"220502000,00"
"4.9.2.3.5";"task5.task703.task711.task726.task731";"        کابل کشی جریان ضعیف(تلفن) راهرو بلوک 13";"2017-12-31";"2017-12-31";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"112540246,00"
"4.9.2.3.6";"task5.task703.task711.task726.task732";"        کابل کشی ولتاژ ضعیف راهرو بلوک 13";"2017-12-31";"2017-12-31";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"618238000,00"
"4.9.2.4";"task5.task703.task711.task733";"      نازک کاری";"2018-01-27";"2018-03-19";51.0;0.0;0.0;0.0;500;"";"";"in progress";4;0;4;"99%";"";"";1.0;"behind schedule";"3831297268,00"
"4.9.2.4.1";"task5.task703.task711.task733.task734";"        زیرسازی سقف کاذب راهرو بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"740804064,00"
"4.9.2.4.2";"task5.task703.task711.task733.task735";"        نصب پنل سقف کاذب راهرو بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"691197242,00"
"4.9.2.4.3";"task5.task703.task711.task733.task736";"        نصب درب و پنجره راهرو بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37180000,00"
"4.9.2.4.4";"task5.task703.task711.task733.task737";"        کفسازی راهرو بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"446467328,00"
"4.9.2.5";"task5.task703.task711.task738";"      تاسیسات مکانیکی فاز 2";"2018-05-01";"2018-05-11";10.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.2.5.1";"task5.task703.task711.task738.task739";"        نصب دمپر و فایر دمپر راهرو بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.2.5.2";"task5.task703.task711.task738.task740";"        نصب دریچه هوا راهرو بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.2.5.3";"task5.task703.task711.task738.task741";"        تست تاسیسات مکانیکی راهرو بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.2.6";"task5.task703.task711.task742";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.2.6.1";"task5.task703.task711.task742.task743";"        نصب تجهیزات صوت راهرو بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.2.6.2";"task5.task703.task711.task742.task744";"        نصب تجهیزات روشنایی راهرو بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.3";"task5.task703.task745";"    لابی آسانسور";"2017-12-15";"2018-05-11";147.0;0.0;0.0;0.0;500;"";"";"in progress";6;0;6;"80%";"";"";1.0;"behind schedule";"189095984,00"
"4.9.3.1";"task5.task703.task745.task746";"      تاسیسات برقی فاز 1";"2017-12-15";"2018-01-13";29.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"30709084,00"
"4.9.3.1.1";"task5.task703.task745.task746.task747";"        سوراخکاری و شیارزنی لابی آسانسور بلوک 13";"2018-01-13";"2018-01-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"760000,00"
"4.9.3.1.2";"task5.task703.task745.task746.task748";"        لوله گذاری صوت، روشنایی و اعلام حریق لابی آسانسور بلوک 13";"2018-01-13";"2018-01-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"4630542,00"
"4.9.3.1.3";"task5.task703.task745.task746.task749";"        کابل کشی ولتاژ ضعیف لابی آسانسور بلوک 13";"2018-01-13";"2018-01-13";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"9964000,00"
"4.9.3.2";"task5.task703.task745.task750";"      نازک کاری";"2018-02-24";"2018-03-19";23.0;0.0;0.0;0.0;500;"";"";"in progress";3;0;3;"99%";"";"";1.0;"behind schedule";"158386900,00"
"4.9.3.2.1";"task5.task703.task745.task750.task751";"        زیرسازی سقف کاذب لابی آسانسور بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"31231200,00"
"4.9.3.2.2";"task5.task703.task745.task750.task752";"        نصب پنل سقف کاذب لابی آسانسور بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"29139850,00"
"4.9.3.2.3";"task5.task703.task745.task750.task753";"        کفسازی لابی آسانسور بلوک 13";"2018-03-19";"2018-03-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18822400,00"
"4.9.3.3";"task5.task703.task745.task754";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.3.3.1";"task5.task703.task745.task754.task755";"        نصب تجهیزات روشنایی لابی آسانسور بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.4";"task5.task703.task756";"    لابی سرویس";"2017-09-18";"2018-05-11";235.0;0.0;0.0;0.0;500;"";"";"in progress";14;0;14;"67%";"";"";1.0;"behind schedule";"1219851376,00"
"4.9.4.1";"task5.task703.task756.task757";"      سفتکاری";"2017-09-18";"2017-12-05";78.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"289111680,00"
"4.9.4.1.1";"task5.task703.task756.task757.task758";"        نصب وال پست لابی سرویس بلوک 13";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"62462400,00"
"4.9.4.1.2";"task5.task703.task756.task757.task759";"        دیوارچینی هبلکس لابی سرویس بلوک 13";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"80308800,00"
"4.9.4.1.3";"task5.task703.task756.task757.task760";"        نصب پیش فریم لابی سرویس بلوک 13";"2017-12-05";"2017-12-05";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.9.4.2";"task5.task703.task756.task761";"      تاسیسات برقی فاز 1";"2017-12-11";"2018-01-17";37.0;0.0;0.0;0.0;500;"";"";"done";6;0;6;"100%";"";"";1.0;"on schedule";"81042752,00"
"4.9.4.2.1";"task5.task703.task756.task761.task762";"        سوراخکاری و شیارزنی لابی سرویس بلوک 13";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"190000,00"
"4.9.4.2.2";"task5.task703.task756.task761.task763";"        ساپورت زنی لابی سرویس بلوک 13";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"4010000,00"
"4.9.4.2.3";"task5.task703.task756.task761.task764";"        سینی کابل لابی سرویس بلوک 13";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"5503950,00"
"4.9.4.2.4";"task5.task703.task756.task761.task765";"        لوله گذاری صوت، روشنایی و اعلام حریق لابی سرویس بلوک 13";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"11907108,00"
"4.9.4.2.5";"task5.task703.task756.task761.task766";"        کابل کشی جریان ضعیف(تلفن) لابی سرویس بلوک 13";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2554318,00"
"4.9.4.2.6";"task5.task703.task756.task761.task767";"        کابل کشی ولتاژ ضعیف لابی سرویس بلوک 13";"2018-01-17";"2018-01-17";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"16356000,00"
"4.9.4.3";"task5.task703.task756.task768";"      نازک کاری";"2018-02-28";"2018-03-25";25.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"86%";"";"";1.0;"behind schedule";"849696944,00"
"4.9.4.3.1";"task5.task703.task756.task768.task769";"        زیرسازی سقف کاذب لابی سرویس بلوک 13";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"29981952,00"
"4.9.4.3.2";"task5.task703.task756.task768.task770";"        نصب پنل سقف کاذب لابی سرویس بلوک 13";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"27974256,00"
"4.9.4.3.3";"task5.task703.task756.task768.task771";"        نصب درب و پنجره لابی سرویس بلوک 13";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37180000,00"
"4.9.4.3.4";"task5.task703.task756.task768.task772";"        کفسازی لابی سرویس بلوک 13";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"18069504,00"
"4.9.4.3.5";"task5.task703.task756.task768.task773";"        رنگ آمیزی لابی سرویس بلوک 13";"2018-03-25";"2018-03-25";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"58%";"";"";1.0;"behind schedule";"311642760,00"
"4.9.4.4";"task5.task703.task756.task774";"      تاسیسات برقی فاز 2";"2018-05-01";"2018-05-11";10.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.4.4.1";"task5.task703.task756.task774.task775";"        نصب تجهیزات صوت لابی سرویس بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.4.4.2";"task5.task703.task756.task774.task776";"        نصب تجهیزات روشنایی لابی سرویس بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.5";"task5.task703.task777";"    راهرو پله";"2017-12-05";"2018-04-02";118.0;0.0;0.0;0.0;500;"";"";"in progress";6;0;6;"63%";"";"";1.0;"behind schedule";"776764635,00"
"4.9.5.1";"task5.task703.task777.task778";"      سفتکاری";"2017-12-05";"2017-12-07";2.0;0.0;0.0;0.0;500;"";"";"done";1;0;1;"100%";"";"";1.0;"on schedule";"3569280,00"
"4.9.5.1.1";"task5.task703.task777.task778.task779";"        نصب پیش فریم راهرو پله بلوک 13";"2017-12-07";"2017-12-07";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1784640,00"
"4.9.5.2";"task5.task703.task777.task780";"      نازک کاری";"2018-03-04";"2018-04-02";29.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"61%";"";"";1.0;"behind schedule";"514273810,00"
"4.9.5.2.1";"task5.task703.task777.task780.task781";"        زیرسازی سقف کاذب راهرو پله بلوک 13";"2018-04-02";"2018-04-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"15615600,00"
"4.9.5.2.2";"task5.task703.task777.task780.task782";"        نصب پنل سقف کاذب راهرو پله بلوک 13";"2018-04-02";"2018-04-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"14569925,00"
"4.9.5.2.3";"task5.task703.task777.task780.task783";"        نصب درب و پنجره راهرو پله بلوک 13";"2018-04-02";"2018-04-02";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"73%";"";"";1.0;"behind schedule";"37180000,00"
"4.9.5.2.4";"task5.task703.task777.task780.task784";"        کفسازی راهرو پله بلوک 13";"2018-04-02";"2018-04-02";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"73%";"";"";1.0;"behind schedule";"9411200,00"
"4.9.5.2.5";"task5.task703.task777.task780.task785";"        رنگ آمیزی راهرو پله بلوک 13";"2018-04-02";"2018-04-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"180360180,00"
"4.9.6";"task5.task703.task786";"    سرویس های بهداشتی";"2017-10-14";"2018-05-11";209.0;0.0;0.0;0.0;500;"";"";"in progress";17;0;17;"42%";"";"";1.0;"behind schedule";"1790147004,00"
"4.9.6.1";"task5.task703.task786.task787";"      سفتکاری";"2017-12-26";"2018-01-03";8.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"147118412,00"
"4.9.6.1.1";"task5.task703.task786.task787.task788";"        شیب بندی سرویس بهداشتی بلوک 13";"2018-01-03";"2018-01-03";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"46846800,00"
"4.9.6.1.2";"task5.task703.task786.task787.task789";"        عایق رطوبتی سرویس بهداشتی بلوک 13";"2018-01-03";"2018-01-03";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"26712406,00"
"4.9.6.2";"task5.task703.task786.task790";"      تاسیسات مکانیکی فاز 1";"2017-10-14";"2018-01-01";79.0;0.0;0.0;0.0;500;"";"";"done";7;0;7;"100%";"";"";1.0;"on schedule";"644597096,00"
"4.9.6.2.1";"task5.task703.task786.task790.task791";"        ساخت کانال سرویس بهداشتی   بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"10707840,00"
"4.9.6.2.2";"task5.task703.task786.task790.task792";"        ساپورت زنی و شاسی کشی سرویس بهداشتی بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"17102800,00"
"4.9.6.2.3";"task5.task703.task786.task790.task793";"        نصب کانال سرویس بهداشتی بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"10707840,00"
"4.9.6.2.4";"task5.task703.task786.task790.task794";"        لوله سرد و گرم مصرفی سرویس بهداشتی بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"89678160,00"
"4.9.6.2.5";"task5.task703.task786.task790.task795";"        عایق لوله سرویس بهداشتی بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"163205328,00"
"4.9.6.2.6";"task5.task703.task786.task790.task796";"        لوله فاضلاب و ونت سرویس بهداشتی بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"22122100,00"
"4.9.6.2.7";"task5.task703.task786.task790.task797";"        تست لوله ها سرویس بهداشتی بلوک 13";"2018-01-01";"2018-01-01";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"8774480,00"
"4.9.6.3";"task5.task703.task786.task798";"      تاسیسات برقی فاز 1";"2017-12-24";"2018-01-20";27.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"105079252,00"
"4.9.6.3.1";"task5.task703.task786.task798.task799";"        سوراخکاری و شیارزنی سرویس بهداشتی بلوک 13";"2018-01-20";"2018-01-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"1330000,00"
"4.9.6.3.2";"task5.task703.task786.task798.task800";"        لوله گذاری صوت، روشنایی و اعلام حریق سرویس بهداشتی بلوک 13";"2018-01-20";"2018-01-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"13891626,00"
"4.9.6.3.3";"task5.task703.task786.task798.task801";"        کابل کشی ولتاژ ضعیف سرویس بهداشتی بلوک 13";"2018-01-20";"2018-01-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"37318000,00"
"4.9.6.4";"task5.task703.task786.task802";"      نازک کاری";"2017-12-25";"2018-03-22";87.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"97%";"";"";1.0;"behind schedule";"893352244,00"
"4.9.6.4.1";"task5.task703.task786.task802.task803";"        پوشش دیوارها سرویس بهداشتی بلوک 13";"2018-03-22";"2018-03-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"160575947,00"
"4.9.6.4.2";"task5.task703.task786.task802.task804";"        زیرسازی سقف کاذب سرویس بهداشتی بلوک 13";"2018-03-22";"2018-03-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"46846800,00"
"4.9.6.4.3";"task5.task703.task786.task802.task805";"        نصب پنل سقف کاذب سرویس بهداشتی بلوک 13";"2018-03-22";"2018-03-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"43709775,00"
"4.9.6.4.4";"task5.task703.task786.task802.task806";"        نصب درب و پنجره سرویس بهداشتی بلوک 13";"2018-03-22";"2018-03-22";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"167310000,00"
"4.9.6.4.5";"task5.task703.task786.task802.task807";"        کفسازی سرویس بهداشتی بلوک 13";"2018-03-22";"2018-03-22";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"76%";"";"";1.0;"behind schedule";"28233600,00"
"4.9.6.5";"task5.task703.task786.task808";"      تاسیسات مکانیکی فاز 2";"2018-04-30";"2018-05-11";11.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.5.1";"task5.task703.task786.task808.task809";"        نصب شیرآلات و تجهیزات بهداشتی سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.5.2";"task5.task703.task786.task808.task810";"        نصب دمپر و فایر دمپر سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.5.3";"task5.task703.task786.task808.task811";"        نصب دریچه هوا سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.5.4";"task5.task703.task786.task808.task812";"        تست تاسیسات مکانیکی  سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.6";"task5.task703.task786.task813";"      تاسیسات برقی فاز 2";"2018-05-08";"2018-05-11";3.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.6.1";"task5.task703.task786.task813.task814";"        نصب کلید و پریز سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.6.2";"task5.task703.task786.task813.task815";"        نصب تجهیزات صوت سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.6.6.3";"task5.task703.task786.task813.task816";"        نصب تجهیزات روشنایی سرویس بهداشتی بلوک 13";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.9.7";"task5.task703.task817";"    دفتر تجاری";"2017-09-23";"2018-01-12";111.0;0.0;0.0;0.0;500;"";"";"done";11;0;11;"100%";"";"";1.0;"on schedule";"4602449412,00"
"4.9.7.1";"task5.task703.task817.task818";"      سفتکاری";"2017-09-23";"2017-10-08";15.0;0.0;0.0;0.0;500;"";"";"done";2;0;2;"100%";"";"";1.0;"on schedule";"666265600,00"
"4.9.7.1.1";"task5.task703.task817.task818.task819";"        نصب وال پست دفتر تجاری بلوک 13";"2017-10-08";"2017-10-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"145745600,00"
"4.9.7.1.2";"task5.task703.task817.task818.task820";"        دیوارچینی هبلکس دفتر تجاری بلوک 13";"2017-10-08";"2017-10-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"187387200,00"
"4.9.7.2";"task5.task703.task817.task821";"      تاسیسات مکانیکی فاز 1";"2017-10-15";"2018-01-12";89.0;0.0;0.0;0.0;500;"";"";"done";6;0;6;"100%";"";"";1.0;"on schedule";"1722324060,00"
"4.9.7.2.1";"task5.task703.task817.task821.task822";"        ساخت کانال دفتر تجاری   بلوک 13";"2018-01-12";"2018-01-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"124478640,00"
"4.9.7.2.2";"task5.task703.task817.task821.task823";"        ساپورت زنی و شاسی کشی دفتر تجاری بلوک 13";"2018-01-12";"2018-01-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"198820050,00"
